"","ID_new","PraiseEmpathy1","PraiseEmpathy2","PraiseEmpathy3","PraiseEmpathy4","PraiseEmpathy5","PraiseEmpathy6","PraiseEmpathy7","PraiseEmpathy8","PraiseEmpathy9","PraiseEmpathy10","PraiseEmpathy11","PraiseEmpathy12","PraiseEmpathy13","PraiseEmpathy14","PraiseEmpathy15","PraiseEmpathy1a","PraiseEmpathy2a","PraiseEmpathy3a","PraiseEmpathy4a","PraiseEmpathy5a","PraiseEmpathy6a","PraiseEmpathy7a","PraiseEmpathy8a","PraiseEmpathy9a","PraiseEmpathy10a","PraiseEmpathy11a","PraiseEmpathy12a","PraiseEmpathy13a","PraiseEmpathy14a","PraiseEmpathy15a","Aa","Ba","Ca","Q415","Q427","Q436","Q448","Q460","Q472","Q484","Q496","Q508","Q520","Q532","Q544","Ab_1","Bb_1","Cb_1","Q418_1","Q430_1","Q439_1","Q451_1","Q463_1","Q475_1","Q487_1","Q499_1","Q511_1","Q523_1","Q535_1","Q547_1","Ab_2","Bb_2","Cb_2","Q418_2","Q430_2","Q439_2","Q451_2","Q463_2","Q475_2","Q487_2","Q499_2","Q511_2","Q523_2","Q535_2","Q547_2","Ab_3","Bb_3","Cb_3","Q418_3","Q430_3","Q439_3","Q451_3","Q463_3","Q475_3","Q487_3","Q499_3","Q511_3","Q523_3","Q535_3","Q547_3","Ac","Bc","Cc","Q421","Q433","Q442","Q454","Q466","Q478","Q490","Q502","Q514","Q526","Q538","Q550","attrite_1","attrite_2","attrite_3","attrite_4","attrite_5","attrite_6","attrite_7","attrite_8","attrite_9","attrite_10","attrite_11","attrite_12","attrite_13","attrite_14","attrite_15","firstimage_race","secondimage_race","thirdimage_race","fourthimage_race","fifthimage_race","sixthimage_race","seventhimage_race","eighthimage_race","ninethimage_race","tenthimage_race","eleventhimage_race","twelfthimage_race","thirteenthimage_race","fourteenthimage_race","fifteenthimage_race","firstimage_emotion","secondimage_emotion","thirdimage_emotion","fourthimage_emotion","fifthimage_emotion","sixthimage_emotion","seventhimage_emotion","eighthimage_emotion","ninethimage_emotion","tenthimage_emotion","eleventhimage_emotion","twelfthimage_emotion","thirteenthimage_emotion","fourteenthimage_emotion","fifteenthimage_emotion","ID","Age","Sex","Race","Education","Income","Religion","pres_approval","ideology","Party","post17","BaseEmpathy_1","BaseEmpathy_2","BaseEmpathy_3","BaseEmpathy_4","BaseEmpathy_5","BaseEmpathy_6","BaseEmpathy_7","BaseEmpathy_8","BaseEmpathy_1_n","BaseEmpathy_2_n","BaseEmpathy_3_n","BaseEmpathy_4_n","BaseEmpathy_5_n","BaseEmpathy_6_n","BaseEmpathy_7_n","BaseEmpathy_8_n","BaseEmpathy_perspective","BaseEmpathy_warm","BaseEmpathy_anxiety","BaseEmpathy_imagination","trial","describeORfeel","describeORfeel1","describeORfeel2","describeORfeel3","describeORfeel4","describeORfeel5","describeORfeel6","describeORfeel7","describeORfeel8","describeORfeel9","describeORfeel10","describeORfeel11","describeORfeel12","describeORfeel13","describeORfeel14","describeORfeel15","PraiseEmpathy","PraiseEmpathy_a","text1","text2","text3","text4","therm","attrite","race_randomized","emotion_randomized","describeORfeel_new","race_randomized2","emotion_randomized2","PraiseDescribe_v_Control","trump_approval_n","BaseEmpathy_battery","BaseEmpathy_tercile","text"
"1397",1397,0,NA,0,NA,NA,1,1,0,0,0,1,1,0,1,0,NA,0,NA,0,0,1,1,NA,NA,NA,1,1,NA,1,NA,"THIS MAN AGE IS MAYBE 27, THE GENDER IS MALE AND RACE IS CAUCASION","THIS PERSON AGE IS MAYBE 35,MALE AND BLACK AMERICAN.","THIS MAN FEELINGS IS DESCRIBED HAPPINESS.","THIS PERSON AGE IS 32, MALE AND WHITE","THIS MAN FEELINGS IS SHOCK REACTION.","THIS MAN AGES IS 28, HE IS AN MALE AND RACE IS EUROPEAN AMERICAN.","THIS MAN IS ANGER.","AGE IS 32, MALE AND WHITE","AGE IS 36, MALE AND BLACK AMERICAN ","AGE IS 22, AMLE AND CAUCASION.","AGE IS 26, MALE AND BLACK AMERICAN.","AGE IS 24, MALE AND WHITE","AGE IS 23, MALE AND BLACK AMERICAN","AGE IS 27, AMLE AND WHITE","AGE IS 28, MALE AND WHITE","27","35","SURPRIZE","32","SHOCKING","28","ANGRY","32","36","22","26","26","23","26","28","MALE ","MALE ","HAPPINESS","MALE ","NEUTRAL ","EUROPEAN MAERICAN","SAD","MALE","MALE ","MALE","MALE ","MALE ","MALE ","MALE ","MALE ","CAUCASION","BLACK AMERICAN","WOW","WHITE","AMAZING","MALE","TREACHERY","WHITE","BLACK AMERICAN","CAUCASION","BLACK AMERICAN","WHITE","BLACK AMERICAN","WHITE","WHITE","7","7","9","9","2","8","7","8","8","3","8","9","7","9","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","W","W","B","W","B","W","B","W","B","W","B","W","W","F","A","F","A","F","A","A","A","F","A","A","A","F","F","F",85,"20-30","Male","White","Bachelor's degree (BA/BS)","75k to less than 100k","Roman Catholic","3","4","Republican",4,"Describes me","Does not describe me","Describes me","Does not describe me","Describes me very well","Somewhat describes me","Does not describe me well","Describes me",4,2,4,2,5,3,1,4,6,6,8,5,"describeORfeel5",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,"THIS MAN FEELINGS IS SHOCK REACTION.","SHOCKING","NEUTRAL ","AMAZING","2",0,"B","F",0.5,1,0,1,5,25,"Low","THIS MAN FEELINGS IS SHOCK REACTION. SHOCKING NEUTRAL  AMAZING"
"1406",1406,0,0,1,1,0,NA,1,NA,NA,0,0,1,NA,0,0,NA,NA,1,1,NA,0,1,0,0,NA,NA,1,0,NA,NA,"29","fine","shocked","well","fine","fine","nice","well","well","well","good","25","35","35","35","29","good","series","angry","well","well","active","nice","shock","handsome","fine","25","35","35","35","Hispanic","shocking","shock","shock","fine","well","attitude","fine","emotion","looking","well","male","male","male","male","white","well","fine","fine","good","fine","excellent","looking","sentiment","attract","well","hispanic","black","black","black","8","7","8","7","7","6","9","7","7","8","7","7","7","8","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","W","B","B","W","W","W","W","B","B","B","B","B","B","F","F","F","F","A","A","F","F","F","A","F","F","F","A","A",94,"20-30","Male","Black or African American","Master's degree (MA/MS/MBA)","50k to less than 75k","Protestant","1","1","Strong Republican",3,"Describes me very well","Describes me very well","Describes me","Describes me","Describes me","Somewhat describes me","Somewhat describes me","Describes me",5,5,4,4,4,3,3,4,10,8,7,7,"describeORfeel5",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,"fine","well","fine","good","7",0,"B","A",0.5,1,1,0,7,32,"Medium","fine well fine good"
"1409",1409,1,0,1,0,1,0,0,0,0,1,1,0,0,0,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"black male, in his twenties","He looks dissapointed, and not very happy.","white male, in his teens","black male in his twenties","he looks dissapointed and unhappy","black male around 30","he looks upset","black male in his twenties","he looks nervous and a little scared.","white male around 30","He looks a little confused","black male in his twenties","he looks concerned and unhappy","white male, in his teens","He looks confused","black","dissapointed","white","black","mad","black","upset","black","afraid","white","confused","black","concerned","caucasian","confused","male","unhappy","male","male","dissapointed","male","unhappy","male","nervous","male","nervous","male","unhappy","male","surprised","twenties","mad","teen","twenties","condasending","thirties","disgusted","twenties","anxious","thirties","unhappy","twenties","angry","teenager","perplexed","5","6","3","5","4","4","5","6","6","5","5","6","5","6","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","W","B","B","B","W","B","W","W","W","B","B","W","B","F","A","A","A","A","A","A","F","F","F","F","F","A","F","F",97,"51-60","Male","White","Associate degree","50k to less than 75k","Protestant","2","5","Lean Republican",3,"Describes me","Describes me","Describes me","Describes me very well","Does not describe me","Does not describe me well","Describes me","Describes me",4,4,4,5,2,1,4,4,8,9,3,8,"describeORfeel5",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,"he looks dissapointed and unhappy","mad","dissapointed","condasending","4",0,"B","A",0.5,1,1,NA,6,28,"Medium","he looks dissapointed and unhappy mad dissapointed condasending"
"1411",1411,NA,NA,0,0,1,0,1,NA,1,1,0,0,0,1,NA,0,0,NA,NA,1,NA,1,0,1,1,NA,NA,NA,1,0,"The man is scared. ","This is a thirty year old, black, bald man. ","This is a chubby, thirty year old, hispanic man.","This is a late twenties black man. ","This man is frustrated and annoyed. ","This is a forty year old black man. ","This is a forty year old black male. ","This is a mid twenties, chubby,  white man.","This is a mid thirties black man. ","This is a late thirties white male.","This is a mid thirties white male. ","This is an early thirties black male. ","This is an early forties white male. ","This is an early forties black male. ","This is a thirty year old black male. ","scared","thirty something","thirty something","late thirties","frustrated ","forty something ","forty something","mid twenties","thirty something","mid thirites","thirty something ","mid thirites ","early forties ","early forties ","Thirty something","frightened","male","Hispanic","black ","annoyed","black ","black ","male","male","white","white ","black ","white","black ","male ","fearful","black","male","male","angry","male","male","white","black","male","male","male","maile","male","black","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","W","B","W","B","B","W","B","W","W","B","W","B","B","F","F","F","F","A","F","A","F","F","A","F","F","A","A","F",99,"51-60","Female","White","Master's degree (MA/MS/MBA)","100k or more","Protestant","7","4","Independent",3,"Describes me","Describes me","Describes me","Describes me","Describes me","Describes me very well","Describes me","Describes me",4,4,4,4,4,5,4,4,8,8,9,8,"describeORfeel5",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"This man is frustrated and annoyed. ","frustrated ","annoyed","angry","6",0,"W","A",0.5,0,1,NA,1,33,"High","This man is frustrated and annoyed.  frustrated  annoyed angry"
"1412",1412,0,1,0,1,1,1,NA,1,1,1,NA,0,1,NA,1,NA,1,NA,1,1,1,0,1,1,1,0,NA,1,0,1,"This is a 35 year old Caucasian male.","This person looks quite angry and overbearing.","This person looks very aggressive and mean.","This person looks confident while trying to show how mean they look.","This person looks surprised and excited.","This person look focused and aggressive.","This is a 25 year old Caucasian male.","This is a 28 year old African American male.","This is a 35 year old African male.","This is a 30 year old Caucasian male.","This person looks quite surprised and afraid.","This person looks concerned and unsure of themselves.","This person looks very intense and serious.","This person looks constipated and nervous.","This person looks surprised and in awe.","white","angry","aggressive","angry","shock","mean","youthful","masculine","aging","pale","scary","surprised","mean","nervous","concerned","masculine","mean","strong","upset","startled","confident","pale","dark","dark","masculine","fearful","concerned","angry","concerned","focused","pale","disgust","mean","focused","surprised","focused","masculine","young","masculine","youthful","concerned","scared","upset","focused","scared","3","1","0","1","2","3","5","2","4","6","6","3","1","5","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","B","B","B","W","W","B","B","W","W","B","B","W","W","F","A","A","A","F","A","A","A","F","A","F","F","A","A","F",100,"31-40","Male","Native Hawaiian or Pacific Islander","Associate degree","75k to less than 100k","Protestant","2","5","Lean Republican",5,"Somewhat describes me","Somewhat describes me","Describes me","Describes me","Describes me","Does not describe me","Describes me","Describes me",3,3,4,4,4,2,4,4,6,8,6,8,"describeORfeel5",1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,"This person looks surprised and excited.","shock","startled","surprised","2",0,"B","F",0.5,1,0,NA,6,28,"Medium","This person looks surprised and excited. shock startled surprised"
"1416",1416,0,1,NA,1,NA,NA,NA,1,1,0,NA,1,NA,1,NA,NA,1,0,1,0,0,0,1,1,NA,0,1,0,1,0,"panic","angry man age 27 white","shocking","happy","angry","weird","panic","panic","happy","27,male,white","angry","angry","happy","angry","angry","panic","27","27","happy","angry","wierd","panic","panic","happy","27","angry","angry","happy","angry","angry","shock","angry","male","smile","hurt","angry","angry","shock","shock","male","angry","angry","happy","angry","angry","fragile","white","white","laugh","fragile","fragile","wierd","fragile","fragile","white","angry","angry","happy","angry","angry","9","7","7","7","7","7","7","8","7","7","7","7","8","8","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W","B","B","W","B","W","W","B","W","W","W","W","B","B","B","F","F","F","F","A","A","F","F","F","F","A","A","A","A","F",104,"20-30","Male","Other","Bachelor's degree (BA/BS)","25k to less than 50k","Roman Catholic","2","2","Republican",3,"Describes me","Describes me","Somewhat describes me","Somewhat describes me","Somewhat describes me","Somewhat describes me","Describes me","Describes me",4,4,3,3,3,3,4,4,8,6,6,8,"describeORfeel5",1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,NA,0,"angry","angry","hurt","fragile","7",0,"B","A",0.5,1,1,1,6,28,"Medium","angry angry hurt fragile"
"1417",1417,1,NA,NA,0,NA,1,1,NA,0,NA,1,0,1,1,1,1,0,0,NA,0,1,1,0,NA,0,1,NA,1,1,1,"it is a very serious person","He was a 26 year old man and He is a black african america","he is very ugly face with irritable person","He is a 28 old man and he is male and he is african american","A man is an adult male human and he is very angry","he is a very good  person and nice to hear","he is very irritable person","he is very survprice","he is a normal person","he is very surprise","he is very surprice","he is very angry","he is very care","he is very angry","he is a very angry person","irritable","He is a 26 year old","ugly ","fear","angry","smile","ugly","30","normal","ugly","suprice","ugly","underrstand","angry","angry","smile","he is male","irritable","good","ugly","courageous","feeling","male","good","surprice","nice","brave","feel","brave","normal","good","he is african america","lust","honesty","brave","brave","crying","black afrcian","nice","brave","good","angry","care","courage","happy","7","7","7","6","7","6","7","6","8","10","9","1","7","9","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","W","B","W","B","B","W","B","W","B","W","B","B","A","A","F","F","A","F","A","F","A","F","F","A","F","A","F",105,"20-30","Male","Black or African American","Bachelor's degree (BA/BS)","25k to less than 50k","Roman Catholic","1","1","Strong Democrat",3,"Describes me very well","Describes me","Describes me very well","Describes me very well","Describes me","Describes me","Describes me very well","Describes me very well",5,4,5,5,4,4,5,5,9,10,8,10,"describeORfeel5",1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,"A man is an adult male human and he is very angry","angry","ugly","brave","7",0,"B","A",0.5,1,1,1,7,37,"High","A man is an adult male human and he is very angry angry ugly brave"
"1419",1419,0,1,0,0,0,0,1,1,NA,0,NA,1,1,0,1,NA,1,NA,NA,NA,NA,1,1,0,NA,0,1,1,NA,1,"This person is back, adult, and young.","This young man feels joy and happiness about his situation.","This man is a young adult male.","This person looks both surprised and anxious and unhappy.","This young man looks terrified, frightened, and scared.","This man looks disgusted, somewhat angry and disappointed.","This young adult male is caucasian.","This man looks surprised and anxious and as if he cannot quite believe what he sees.","This is a young adult male that is caucasian.","Someone cannot believe what he sees, he is extremely surprised.","This young adult male is black.","This young man is surprised and is frozen by an unbelievable sight.","This young, adult male is caucasian.","This young man looks worried, a bit confused, and somewhat anxious.","This man looks startled, scared, and worried.","adult","joy","adult","anxious","terrified","angry","adult","anxious","adult","unbelievable","adult","surprise","adult","worried","startled","male","happy","male","surprise","frightened","disappointed","male","surprised","male","surprise","male","unbelievable","male","confused","worried","black","laughter","black","unhappy","scared","disgusted","white","unbelievable","white","anxious","black","shock","white","anxious","scared","8","7","7","7","7","7","7","7","7","7","8","8","7","8","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","B","W","W","B","W","B","W","W","B","W","W","B","W","F","F","F","F","F","A","A","F","A","F","F","F","F","F","F",107,NA,"Female","White","Associate degree","75k to less than 100k","Protestant","7","2","Democrat",4,"Describes me","Describes me","Describes me","Describes me","Does not describe me","Does not describe me","Describes me","Describes me",4,4,4,4,2,2,4,4,8,8,4,8,"describeORfeel5",1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,NA,"This young man looks terrified, frightened, and scared.","terrified","frightened","scared","7",0,"W","F",0.5,0,0,0,1,28,"Medium","This young man looks terrified, frightened, and scared. terrified frightened scared"
"1420",1420,1,1,NA,0,0,0,0,1,1,NA,1,1,0,0,0,1,1,0,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,"This person seems to be a black male in their mid 20's","This person appears to be a back male in their mid 30's","The person appears to be a white male in the mid to late 20's","This person appears to be angry or suspicious of someone","This person seems to be slightly annoyed and angry, disgruntled. ","This person seems to be not happy with something","This person looks as if they're smiling in a situation where they would rather not.","Person appears to have been surprised with something unwanted","This person looks to be mad and slightly confused.","This person definitely seems to have been shocked in a big way","This person seems like they are mad about something and deep in thought.","This person is smiling but wincing at the same time as if they dont want to smile.","This person looks really mad but their expression has a child like feel to it.","This person seems definitely scared.","This person seems as if they're being confronted about something.","young","adult","young","untrusting","bothered","confused","forced","surprised","annoyed","surprised","frusterated","pressured","tantrum","intimidated","attacked","masculine","mannish","guy","defensive","irritated","disagreeing","resistance","apprehensive","irritated","startled","boiling","forced","mad","fear","confused","deep","brown","pale","judging","unapproving ","annoyed","effort","forced","deterred ","interested","mad","grimace","entitled","vulnerable","worried","2","5","2","2","2","3","5","4","4","5","2","3","0","5","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","B","W","W","W","B","B","W","W","B","W","B","W","W","B","A","F","F","A","A","A","F","F","A","F","A","F","A","F","F",108,"20-30","Female","White","Some college, but did not complete a degree","Less than 25k","Atheist/agnostic","7","1","Strong Democrat",3,"Describes me","Describes me very well","Describes me very well","Describes me very well","Describes me very well","Does not describe me","Describes me very well","Describes me very well",4,5,5,5,5,2,5,5,9,10,7,10,"describeORfeel5",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,"This person seems to be slightly annoyed and angry, disgruntled. ","bothered","irritated","unapproving ","2",0,"W","A",0.5,0,1,0,1,36,"High","This person seems to be slightly annoyed and angry, disgruntled.  bothered irritated unapproving "
"1421",1421,1,0,NA,0,0,0,1,1,1,NA,NA,NA,1,0,NA,1,NA,0,NA,NA,NA,1,1,1,0,0,0,1,NA,0,"This person looks like they are scared and horrified. ","This person is a white man who is about 30 years old.","This person looks annoyed and a little bit angry.","This person is a black man who is in his mid 30s.","This person looks shocked and surprised.","This person is a younger black man.","This person looks like they are annoyed and disappointed.","This person appears to be angry and perturbed about something.","This person looks like they are curious and skeptical about something. ","This person is a white guy in his mid 20's.","This person is a Middle Eastern guy in his early 20's.","This person appears to be in complete shock and utter disbelief. ","The person here looks like they are annoyed at someone and are trying to stay calm.","The person here looks like they are annoyed and saddened by something that happened.","This person is a South Asian man in his 40's.","Scared","30","Annoyed","Thirties","Shocked","Young","Annoyed","Angry","Curious","Twenties","Young","Shock","Annoyed","Annoyed","Middle-aged","Horrified","Male","Angry","Male","Surprised","Male","Disappointed","Perturbed","Skeptical","Male","Male","Disbelief","Mad","Sad","Male","Frightened","White","Disgruntled","Black","Disbelief","Black","Upset","Annoyed","Intrigued","White","Middle Eastern","Astonishment","Rage","Hurt","South Asian","6","5","4","4","6","3","5","4","6","6","4","7","3","6","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","W","W","B","W","B","B","W","W","W","B","B","W","B","B","F","F","A","A","F","A","A","A","A","F","A","F","A","F","F",109,"31-40","Male","White","Some college, but did not complete a degree","50k to less than 75k","Atheist/agnostic","7","1","Strong Democrat",3,"Describes me","Describes me","Describes me very well","Describes me very well","Describes me very well","Describes me","Describes me very well","Describes me very well",4,4,5,5,5,4,5,5,8,10,9,10,"describeORfeel5",1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,NA,"This person looks shocked and surprised.","Shocked","Surprised","Disbelief","6",0,"W","F",0.5,0,0,0,1,37,"High","This person looks shocked and surprised. Shocked Surprised Disbelief"
